Artist,Attendance,Gross,Bands in Town
Meghan Trainor,"3,419","$205,897.00","12,886"
Mika,"3,410","$169,962.00","3,079"
Justin Moore,"3,409","$134,598.00","10,801"
Coheed And Cambria,"3,406","$119,942.00","7,951"
Maxwell,"3,403","$271,979.00","8,519"
Duke Dumont,"3,400","$118,920.00","1,864"
Good Times Ahead,"3,400","$147,782.00","1,611"
Paul Brandt,"3,399","$148,300.00",136
John Mulaney,"3,397","$163,528.00","1,455"
Yasiin Bey aka Mos Def,"3,394","$226,443.00","497,354"
Il Volo,"3,385","$259,328.00","497,354"
Burton Cummings,"3,379","$91,094.00",263
Martin Short,"3,360","$365,398.00",10
Steve Martin,"3,357","$364,975.00",315
Ben Folds,"3,355","$164,656.00","3,158"
Halestorm,"3,353","$135,550.00","7,510"
Nick Jonas,"3,348","$91,705.00","13,540"
$uicideboy$,"3,346","$153,528.00","497,354"
My Bloody Valentine,"3,344","$163,934.00","1,352"
Nach,"3,343","$67,338.00","497,354"
David Byrne,"3,339","$234,530.00",794
Joe Russo's Almost Dead,"3,337","$145,054.00",433
Adam DeVine,"3,331","$109,193.00","497,354"
Fabolous,"3,330","$209,945.00","6,259"
Foals,"3,330","$136,728.00","2,527"
Jeff Beck,"3,315","$174,898.00","2,299"
Jorge Drexler,"3,315","$97,713.00",186
DJ Diesel (Shaq),"3,314","$129,434.00","497,354"
Bonnie Raitt,"3,302","$308,252.00","3,139"
My Favorite Murder,"3,299","$167,764.00",13
John Mellencamp,"3,290","$234,719.00","5,753"
Jill Scott,"3,285","$286,111.00","8,084"
Bastille,"3,284","$160,279.00","13,791"
The Gaslight Anthem,"3,272","$124,367.00","2,231"
Griz,"3,269","$124,454.00","2,406"
Bryan Ferry,"3,266","$259,830.00",562
Slash,"3,265","$173,759.00","8,434"
Roger Hodgson,"3,257","$234,574.00",186
Surface,"3,257","$131,547.00",95
Jason Isbell & The 400 Unit,"3,253","$207,116.00","497,354"
Of Monsters And Men,"3,248","$143,307.00","13,161"
Frankie Valli And The Four Seasons,"3,247","$246,585.00","497,354"
Why Don't We,"3,244","$140,813.00","2,073"
Ben Platt,"3,242","$234,695.00",338
Louis The Child,"3,237","$113,810.00","1,860"
Parov Stelar,"3,237","$148,164.00",718
Third Eye Blind,"3,232","$151,557.00","9,542"
Years & Years,"3,232","$118,102.00","1,621"
Sean Paul,"3,230","$154,201.00","6,815"
Jeff Foxworthy,"3,226","$170,095.00",736
Don Diablo,"3,218","$141,423.00","1,403"
Ghost,"3,214","$160,927.00","497,354"
El Gran Combo,"3,202","$325,111.00","497,354"
Lauren Daigle,"3,197","$149,818.00","6,228"
Nathaniel Rateliff & The Night Sweats,"3,193","$131,485.00","497,354"
Jon Pardi,"3,185","$143,658.00","4,707"
Erasure,"3,184","$185,613.00","1,355"
"RBRM - Ronnie, Bobby, Ricky and Mike (Bobby Brown & Bell Biv Devoe)","3,184","$228,995.00","497,354"
Don Williams: Music & Memories of the Gentle Giant,"3,180","$245,524.00","497,354"
Jason Mraz,"3,171","$188,957.00","22,381"
New Japan Pro-Wrestling,"3,166","$297,783.00",0
Portugal. The Man,"3,140","$144,000.00","5,664"
Jon Bellion,"3,135","$115,969.00","4,720"
Stone Temple Pilots,"3,130","$122,219.00","10,474"
Ziggy Marley,"3,126","$175,683.00","4,793"
Maren Morris,"3,123","$133,254.00","2,621"
Sylvan Esso,"3,122","$114,267.00","1,565"
Young The Giant,"3,115","$116,122.00","497,354"
Jackson Browne,"3,112","$238,447.00","3,519"
Aphex Twin,"3,105","$263,925.00","1,860"
Plan B,"3,099","$148,175.00","2,287"
Rob Thomas,"3,095","$239,871.00","5,573"
Juice WRLD,"3,093","$132,684.00","497,354"
Daniel Caesar,"3,084","$127,309.00","5,966"
Greensky Bluegrass,"3,072","$116,293.00","1,141"
Sir Charles Jones,"3,066","$213,376.00",54
Testpilot,"3,062","$92,256.00",18
Boy George,"3,052","$202,704.00",414
Stick Figure,"3,052","$119,709.00","4,722"
Brett Eldredge,"3,049","$163,766.00","8,765"
21 Savage,"3,046","$136,964.00","6,580"
Dixon,"3,031","$107,000.00",115
Rise Against,"3,027","$152,964.00","19,614"
Mazzy Star,"3,023","$160,602.00","2,181"
Smokey Robinson,"3,023","$230,303.00","1,667"
Brett Young,"3,022","$117,217.00","4,065"
Death Cab For Cutie,"3,020","$148,112.00","497,354"
The Price Is Right - Live,"3,020","$124,137.00","497,354"
Powers,"2,990","$100,497.00",342
Tank,"2,979","$143,388.00","3,394"
The Charlie Daniels Band,"2,978","$145,994.00","5,947"
Hunter Hayes,"2,976","$87,884.00","13,424"
Elvis Costello & The Imposters,"2,957","$220,050.00",0
Taking Back Sunday,"2,950","$100,481.00","13,683"
Mac DeMarco,"2,937","$129,202.00","4,721"
Rex Orange County,"2,937","$108,641.00","5,294"
Catfish And The Bottlemen,"2,936","$103,300.00","2,354"
DaBaby,"2,932","$185,136.00","497,354"
Mighty Mighty Bosstones,"2,929","$82,724.00","497,354"
Sum 41,"2,923","$139,484.00","10,459"
All Time Low,"2,920","$113,480.00","20,112"
STS9,"2,914","$140,365.00","2,240"
Jason Isbell,"2,911","$144,727.00","2,758"
Tim Minchin,"2,905","$145,504.00",86
Kodaline,"2,901","$125,214.00","3,250"
Tom Segura,"2,900","$123,142.00","1,554"
The Stylistics,"2,894","$161,272.00",451
Lil Nas X,"2,892","$40,955.00","1,251"
Doves,"2,880","$143,514.00",442
Brockhampton,"2,865","$128,943.00","2,914"
Jose Feliciano,"2,865","$110,339.00","497,354"
Anjunadeep,"2,858","$51,953.00",37
Tom Jones,"2,858","$235,080.00","1,404"
Annie Lennox,"2,857","$370,287.00","3,088"
Charlie Wilson,"2,856","$225,150.00","3,024"
Sheryl Crow,"2,840","$205,356.00","5,691"
Supergrass,"2,839","$125,844.00",376
2 Chainz,"2,835","$209,661.00","16,722"
Flume,"2,830","$117,675.00","7,773"
Alter Bridge,"2,826","$129,820.00","3,711"
Everything Everything,"2,826","$72,047.00",362
Zhu,"2,822","$106,923.00","2,299"
Leo Dan,"2,820","$116,542.00",83
Basement Jaxx,"2,819","$211,990.00",784
Mastodon,"2,815","$120,152.00","4,200"
Jimmy Carr,"2,801","$149,772.00",24
Toto,"2,795","$176,160.00","3,303"
Ken Jeong,"2,786","$158,510.00",14
Kevin Gates,"2,786","$117,848.00","7,005"
Astrid S,"2,785","$89,167.00",756
Ocean Colour Scene,"2,782","$126,877.00",114
The Vaccines,"2,782","$75,744.00","1,556"
Anitta,"2,776","$77,716.00",509
Lil Yachty,"2,765","$128,421.00","5,357"
Rudimental,"2,763","$133,246.00","1,926"
3 Doors Down,"2,762","$119,013.00","17,275"
Rickey Smiley,"2,754","$165,384.00",47
Umphrey's McGee,"2,749","$116,528.00","2,729"
RL Grime,"2,735","$125,391.00","3,176"
Hotel Garuda,"2,734","$50,854.00",209
Cesar Millan: The Dog Whisperer,"2,730","$135,629.00","497,354"
The Coronas,"2,730","$111,226.00",42
Benjamin Gibbard,"2,727","$117,260.00","497,354"
The Kooks,"2,724","$108,917.00","497,354"
Dancing With The Stars Live,"2,721","$192,939.00","497,354"
Dirty Heads,"2,712","$87,365.00","13,251"
Nelly,"2,711","$105,898.00","15,490"
Sounds Of The Supremes,"2,711","$261,216.00","497,354"
Yanni,"2,710","$189,081.00","1,102"
Harry Connick Jr.,"2,709","$238,392.00","497,354"
Lost 80's Live,"2,702","$98,968.00",22
Tim Allen,"2,697","$205,483.00",27
James Blake,"2,695","$119,262.00","2,754"
Sza,"2,694","$181,511.00","8,186"
Anthony Hamilton,"2,687","$190,280.00","4,845"
70's Soul Jam,"2,683","$182,564.00","497,354"
AJR,"2,676","$94,496.00","4,023"
Slander,"2,675","$109,003.00","497,354"
The Hold Steady,"2,675","$112,049.00",253
Flogging Molly,"2,669","$110,839.00","8,229"
Tasha Cobbs,"2,665","$132,021.00","1,427"
Zomboy,"2,665","$96,432.00","3,596"
George Lopez,"2,663","$158,646.00",194
Tyler Childers,"2,663","$95,135.00","1,183"
Sarah Brightman,"2,662","$220,428.00","497,354"
Boyz II Men,"2,658","$194,687.00","6,428"
Lovett Or Leave It,"2,658","$126,640.00","497,354"
Patti LaBelle,"2,658","$195,522.00","2,556"
NF,"2,648","$86,575.00","7,875"
Lily Tomlin,"2,645","$165,676.00",9
Collective Soul,"2,643","$108,053.00","4,725"
A Boogie Wit Da Hoodie,"2,639","$116,972.00","497,354"
Dispatch,"2,638","$100,158.00","2,539"
Lil Kim,"2,638","$148,234.00","2,696"
The Beach Boys,"2,633","$156,479.00","8,974"
Dustin Lynch,"2,632","$133,306.00","9,033"
Underoath,"2,627","$59,953.00","9,919"
The Revivalists,"2,624","$113,438.00","2,507"
Conan O'Brien,"2,619","$163,613.00",38
Joseph Capriati,"2,617","$93,777.00",218
Miguel,"2,613","$113,442.00","12,608"
Anne-Marie,"2,606","$92,257.00",972
Bryson Tiller,"2,600","$154,685.00","9,578"
Primus,"2,599","$114,636.00","5,780"
Joe,"2,596","$192,730.00","2,294"
Kelsea Ballerini,"2,592","$90,942.00","3,799"
Golden Dragon Acrobats,"2,591","$31,864.00","497,354"
Ben Harper & The Innocent Criminals,"2,590","$135,934.00","497,354"
Milow,"2,583","$102,528.00",73
Ray LaMontagne,"2,580","$154,598.00","6,235"
Cosmic Gate,"2,567","$89,924.00","1,302"
Parkway Drive,"2,565","$98,642.00","6,149"
Tiffany Haddish,"2,560","$160,612.00",25
Rob Thomas (Benefitting the Sidewalk Angels Foundation),"2,558","$264,490.00","497,354"
Cliff Richard,"2,556","$233,742.00",165
FKA Twigs,"2,555","$101,540.00","497,354"
Dane Cook,"2,554","$157,321.00","2,201"
The Hollies,"2,551","$177,063.00","1,025"
Lord Huron,"2,550","$96,612.00","2,857"
Needtobreathe,"2,550","$110,715.00","497,354"
Amon Amarth,"2,546","$111,921.00","3,588"
Marie Osmond,"2,541","$110,073.00",79
88rising,"2,540","$115,398.00","497,354"
"Damian ""Jr. Gong"" Marley","2,538","$198,758.00","497,354"
Schoolboy Q,"2,537","$109,719.00","497,354"
Royal Blood,"2,531","$111,695.00","2,552"
Elvis Costello,"2,530","$275,901.00","2,302"
Apparat,"2,519","$100,341.00",249
Machine Gun Kelly,"2,515","$103,016.00","14,932"
Garbage,"2,514","$91,462.00","3,445"
Gryffin,"2,514","$85,934.00",675
Alice Cooper,"2,511","$150,926.00","7,954"
Eddie Izzard,"2,511","$159,048.00",150
We Will Rock You - Queen Musical,"2,509","$131,919.00","497,354"
Violent Femmes,"2,503","$116,012.00","3,938"
Wild Kratts - Live!,"2,500","$107,632.00","497,354"
Brothers Osborne,"2,495","$95,077.00","1,994"
BABYMETAL,"2,494","$124,598.00","1,696"
Billy Ray Cyrus,"2,494","$118,448.00","1,211"
Baby Shark Live,"2,493","$101,327.00","497,354"
Interpol,"2,491","$112,279.00","4,088"
Bedouin,"2,489","$112,367.00",63
Ashanti,"2,485","$135,878.00","3,382"
James Bay,"2,485","$109,214.00","5,653"
Prince Royce,"2,483","$167,785.00","10,873"
Skillet,"2,481","$87,156.00","16,606"
StarTalk Live!,"2,480","$93,667.00","497,354"
Rich The Kid,"2,472","$116,076.00","3,018"
Lost Frequencies,"2,465","$79,512.00",715
St. Vincent,"2,464","$97,354.00","2,534"
Theresa Caputo,"2,457","$178,172.00",30
Fleet Foxes,"2,456","$104,116.00","5,637"
Rich Brian,"2,456","$92,931.00","1,415"
Bill Maher,"2,451","$188,467.00",60
Kayzo,"2,447","$81,986.00",834
Natalia LaFourcade,"2,445","$106,935.00","497,354"
Farruko,"2,441","$134,847.00","3,808"
Norah Jones,"2,437","$153,743.00","8,209"
Robert Plant,"2,433","$161,949.00","3,126"
Kaleo,"2,432","$95,840.00","2,402"
The Piano Guys,"2,430","$159,201.00","2,907"
David Blaine,"2,426","$168,500.00",17
Jessie J,"2,426","$105,525.00","11,515"
Arkells,"2,424","$94,837.00",292
Dido,"2,416","$141,485.00","2,882"
Nghtmre,"2,406","$87,403.00","497,354"
Sarah McLachlan,"2,406","$177,627.00","5,726"
Børns,"2,404","$76,184.00","497,354"
Social Distortion,"2,404","$103,138.00","6,165"
Funkmaster Flex,"2,402","$97,226.00",76
T.I.,"2,394","$157,990.00","29,155"
Los Amigos Invisibles,"2,389","$62,816.00",546
TV On The Radio,"2,377","$98,903.00","497,354"
Kool & The Gang,"2,370","$123,080.00","2,118"
Melanie Martinez,"2,369","$91,320.00","9,713"
Chris Tucker,"2,368","$142,447.00",18
Lila Downs,"2,362","$104,794.00",152
The Inspector Cluzo,"2,362","$79,317.00",0
Bell Biv DeVoe,"2,360","$146,941.00","2,519"
Foster The People,"2,357","$94,928.00","497,354"
Franz Ferdinand,"2,355","$96,921.00","4,794"
Cirque Musica,"2,352","$110,183.00","497,354"
Gilberto Santa Rosa,"2,349","$184,518.00",867
Legally Blonde,"2,343","$122,583.00","497,354"
Lil Dicky,"2,342","$114,545.00","6,721"
Darci Lynne Farmer,"2,341","$107,533.00","497,354"
Seth Meyers,"2,340","$123,915.00",14
The O'Jays,"2,329","$142,604.00",797
Pete Davidson,"2,322","$94,996.00",30
Chris D'Elia,"2,320","$81,961.00",132
Patti Smith,"2,320","$119,939.00",697
Billy Currington,"2,318","$104,294.00","10,756"
Weird Al Yankovic,"2,313","$129,021.00","497,354"
Smith & Myers,"2,312","$111,981.00",221
ABBA The Concert: A Tribute To ABBA,"2,309","$85,103.00",67
Bert Kreischer,"2,305","$118,347.00","2,795"
MGMT,"2,297","$101,547.00","17,024"
The Roots,"2,297","$141,255.00","5,146"
Michelle,"2,296","$187,728.00",36
Iration,"2,289","$65,236.00","6,248"
Hot Dub Time Machine,"2,283","$53,518.00",5
Penn & Teller,"2,276","$137,051.00","497,354"
Walk The Moon,"2,274","$79,516.00",3
Virtual Self,"2,265","$90,116.00",212
Prophets Of Rage,"2,264","$150,805.00","497,354"
Roddy Frame,"2,256","$96,275.00",7
Sam Harris,"2,255","$138,956.00",100
Mannheim Steamroller,"2,254","$139,450.00",893
Good Charlotte,"2,250","$89,266.00","8,414"
Kali Uchis,"2,250","$89,625.00","2,806"
Father John Misty,"2,245","$105,163.00","2,118"
Mutoid Man,"2,241","$77,163.00",183
Sublime With Rome,"2,240","$92,411.00","497,354"
Nick Offerman,"2,237","$105,663.00",72
The Neighbourhood,"2,236","$87,529.00","15,255"
Marina,"2,235","$96,156.00","7,106"
Riles,"2,231","$58,478.00",7
Passion Pit,"2,230","$86,686.00","10,905"
Ja Rule,"2,227","$114,018.00","2,383"
Lou Phelps,"2,226","$49,736.00",9
Fonseca,"2,223","$138,110.00",785
Mel Brooks,"2,222","$186,874.00",21
Perfume,"2,217","$107,939.00",0
Joan Baez,"2,213","$168,663.00",798
Helloween,"2,209","$116,713.00","1,013"
Rick Ross,"2,206","$137,323.00","14,703"
Kshmr,"2,203","$78,301.00","497,354"
Trace Adkins,"2,202","$82,726.00","10,768"
The Isley Brothers,"2,200","$132,447.00","2,521"
Two Door Cinema Club,"2,197","$88,645.00","10,627"
Midnight Star,"2,181","$75,658.00",207
Peppa Pig Live,"2,179","$79,503.00","497,354"
King Gizzard And The Lizard Wizard,"2,178","$62,006.00","497,354"
Stone Sour,"2,171","$84,437.00","10,407"
Disney Junior Dance Party,"2,168","$94,700.00","497,354"
Simple Plan,"2,167","$88,755.00","8,499"
Tony Bennett,"2,167","$197,882.00","1,947"
Bicep,"2,160","$64,744.00",109
Derek Hough,"2,160","$147,119.00",61
Joss Stone,"2,158","$199,264.00","2,574"
Gov't Mule,"2,156","$96,033.00","3,264"
The Australian Pink Floyd Show,"2,154","$112,708.00",61
Mott The Hoople '74,"2,149","$169,462.00","497,354"
The Joe Budden Podcast Live w/ Rory & Mal,"2,141","$92,816.00","497,354"
Papa Roach,"2,139","$83,206.00","17,009"
Straight No Chaser,"2,138","$109,422.00","1,731"
Modest Mouse,"2,137","$97,719.00","14,983"
First Aid Kit,"2,135","$69,813.00","1,621"
Pusha T,"2,133","$76,700.00","4,498"
Bro Safari,"2,132","$85,790.00","2,042"
Mando Diao,"2,131","$85,672.00",83
Seven Lions,"2,131","$80,911.00","3,003"
Eddie B.,"2,130","$94,874.00",0
Darren Criss,"2,123","$120,270.00","2,360"
Madeon,"2,123","$66,963.00","2,575"
Opeth,"2,122","$87,298.00","2,953"
Beach House,"2,116","$74,121.00","3,949"
Caetano Veloso,"2,106","$162,556.00",260
Juvenile,"2,104","$130,341.00","1,919"
Tchami,"2,101","$69,710.00","1,447"
Passenger,"2,090","$71,568.00","8,563"
#IMomSoHard,"2,089","$94,788.00",0
Alkaline Trio,"2,085","$66,385.00","3,788"
Tuck & Patti,"2,083","$100,427.00",47
Imelda May,"2,079","$101,577.00",461
Trey Anastasio,"2,077","$133,785.00","1,146"
Sleater-Kinney,"2,075","$74,872.00",824
Blackbear,"2,073","$62,105.00","10,663"
Herbie Hancock,"2,073","$145,347.00","1,976"
Gladys Knight,"2,071","$146,966.00",362
Baby Bash,"2,070","$72,450.00","2,206"
Frankie J,"2,070","$72,450.00","1,199"
Thievery Corporation,"2,070","$97,398.00","2,593"
Sticky Fingers,"2,063","$60,625.00",773
John Butler Trio,"2,059","$106,392.00","1,491"
Jack Savoretti,"2,057","$65,896.00",151
David Gray,"2,054","$138,691.00","2,850"
Shakey Graves,"2,051","$68,318.00","1,813"
Larry The Cable Guy,"2,048","$101,638.00",893
Wynton Marsalis,"2,045","$128,149.00",837
Boombox Cartel,"2,044","$66,495.00","1,047"
Charlotte De Witte,"2,043","$60,080.00",19
Michael W. Smith,"2,041","$93,771.00","4,173"
Camelphat,"2,040","$75,693.00","497,354"
LP,"2,039","$52,706.00","1,326"
Tove Lo,"2,039","$57,032.00","10,805"
Jane Birkin,"2,038","$151,919.00",31
"Kenny ""Babyface"" Edmonds","2,037","$164,225.00","497,354"
While She Sleeps,"2,037","$54,434.00","1,102"
Steve Aoki,"2,036","$89,514.00","10,066"
The Wombats,"2,033","$63,693.00","2,890"
Ximena Sarinana,"2,030","$39,489.00",264
Middleditch And Schwartz,"2,028","$73,113.00","497,354"
Dr. Dog,"2,027","$70,390.00","2,421"
Trippie Redd,"2,027","$78,641.00","4,241"
Richie Hawtin,"2,025","$107,385.00",589
Michael Franti & Spearhead,"2,022","$102,915.00","4,050"
Nothing But Thieves,"2,020","$61,828.00","1,340"
Caloncho,"2,018","$40,917.00",59
Silk,"2,016","$140,145.00",847
Patrick Watson,"2,015","$65,024.00",358
The Blaze,"2,013","$57,585.00",63
Busta Rhymes,"2,008","$71,379.00","3,618"
Dylan Scott,"2,007","$58,317.00","3,303"
John Crist,"2,007","$69,706.00",73
Beast Coast,"2,005","$92,474.00",138
4B,"2,003","$66,238.00",383
Dream Theater,"2,001","$122,481.00","4,730"
Calypso Rose,"2,000","$35,126.00",26
Mariachi Vargas De Tecalitlan,"1,999","$82,614.00","497,354"
Giorgio Moroder,"1,997","$117,414.00",406
Robin Thicke,"1,993","$160,734.00","11,327"
Lea Michele,"1,992","$133,581.00",974
Chilly Gonzales,"1,987","$78,395.00","497,354"
Kreator,"1,985","$90,172.00","1,315"
Ron White,"1,985","$111,644.00","1,054"
Masters Of Illusion Live!,"1,983","$72,681.00","497,354"
Steve Winwood,"1,978","$180,747.00","2,262"
The Gipsy Kings Featuring Nicolas Reyes & Tonino Baliardo,"1,976","$128,458.00","497,354"
Royal Republic,"1,975","$61,859.00","497,354"
Ninja Sex Party,"1,974","$76,744.00",409
The Libertines,"1,970","$95,521.00",553
Bonnie Tyler,"1,969","$114,017.00","1,016"
Alan Walker,"1,961","$54,681.00","1,321"
Seal,"1,961","$149,206.00","2,508"
Billy Ocean,"1,958","$98,439.00",694
Andrew Bird,"1,953","$86,769.00","2,306"
6LACK,"1,952","$75,322.00","5,211"
Hercules And Love Affair,"1,950","$54,303.00","497,354"
Morris Day & The Time,"1,948","$121,658.00",53
Skepta,"1,947","$57,494.00",522
Kirk Franklin,"1,941","$110,192.00","5,533"
Dub Incorporation,"1,940","$60,599.00","497,354"
Lil Tecca,"1,940","$40,277.00",613
Diana Krall,"1,939","$163,852.00","1,871"
Echo & The Bunnymen,"1,939","$91,679.00","1,729"
Mall Grab,"1,938","$34,159.00",43
Belinda Carlisle,"1,936","$68,838.00",763
Caro Emerald,"1,935","$100,868.00",286
Berlin,"1,934","$100,267.00",561
Dubloadz,"1,934","$83,678.00",361
Ben Rector,"1,933","$67,686.00","2,148"
Dennis Miller,"1,933","$191,100.00",19
The Four Tops,"1,933","$118,852.00","497,354"
Brian Setzer Orchestra,"1,931","$124,769.00","497,354"
Martin Solveig,"1,930","$65,902.00","1,596"
Rain - A Tribute To The Beatles,"1,930","$101,586.00","497,354"
Ella Mai,"1,927","$57,696.00","2,883"
Wayne Newton,"1,926","$93,395.00",114
En Vogue,"1,925","$84,876.00","1,045"
Jane's Addiction,"1,924","$163,419.00","5,026"
Summer Walker,"1,923","$65,873.00","1,544"
Milky Chance,"1,922","$68,467.00","5,223"
Gary Allan,"1,919","$100,273.00","6,925"
Matt Corby,"1,919","$96,151.00",655
Ne Obliviscaris,"1,917","$37,437.00",339
Regina Spektor,"1,916","$132,527.00","497,354"
Lee Brice,"1,915","$88,654.00","12,827"
Sal Vulcano,"1,913","$83,361.00",19
Lior Suchard,"1,912","$124,725.00",0
Montell Jordan,"1,911","$89,816.00",887
Rainbow Kitten Surprise,"1,907","$55,846.00","1,452"
Clara Luciani,"1,904","$60,680.00",6
Rx Bandits,"1,900","$48,350.00",819
Tony Rock,"1,895","$104,410.00",7
Daniel Tiger's Neighborhood,"1,892","$73,584.00",22
Fifth Harmony,"1,890","$125,115.00","11,616"
Cirque Musica Holiday Spectacular,"1,888","$95,726.00","497,354"
Big Sugar,"1,885","$64,730.00",55
Honey Dijon,"1,884","$58,853.00",57
The Temptations,"1,878","$109,777.00","4,400"
Spoon,"1,877","$73,961.00","3,697"
UB40,"1,877","$92,687.00","2,530"
Felipe Esparza,"1,874","$66,234.00",15
Asia,"1,872","$74,074.00",943
PJ Masks Live,"1,870","$74,686.00",1
Daughtry,"1,862","$94,177.00","13,776"
Josh Turner,"1,860","$70,701.00","9,664"
Woody Allen And His New Orleans Jazz Band,"1,857","$181,810.00",3
Dianne Reeves,"1,853","$117,307.00",0
New Found Glory,"1,847","$49,938.00","7,067"
